id,orig_label,premise,hypothesis,attack_label,after_attack
124,contradiction,当然 ， 第二 天 ， 肯尼迪 总统 呢 ， 呃 ， 封锁 了 古巴 ， 而且 ， 呃 ， 我们 的 船只 停住 了 一 艘 正在 古巴 ,他们 没有 阻止 任何 船只 因为 他们 不 想 有 冲突 。,entailment,这样 却 阻挡 便 船只 不过 她们 可 觉得 存在 矛盾 。
125,neutral,当然 ， 第二 天 ， 肯尼迪 总统 呢 ， 呃 ， 封锁 了 古巴 ， 而且 ， 呃 ， 我们 的 船只 停住 了 一 艘 正在 古巴 ,他们 在 船上 发现 了 20 枚 导弹 。,entailment,他们 在 船上 发生 了 19 鞭 导弹 。
126,neutral,当然 ， 第二 天 ， 肯尼迪 总统 呢 ， 呃 ， 封锁 了 古巴 ， 而且 ， 呃 ， 我们 的 船只 停住 了 一 艘 正在 古巴 ,他们 在 船上 发现 了 20 枚 导弹 。,contradiction,时刻 在 船上 露头 了 15 枚 导弹 。
127,neutral,不管 怎么说 ， 这个 人 进来 了 。,该 名 男子 进入 法庭 。,entailment,该 所在 男子 进入 庭 。
128,neutral,不管 怎么说 ， 这个 人 进来 了 。,该 名 男子 进入 法庭 。,contradiction,该 所在 夫 进入 法庭 。
129,neutral,嗯 ， 我 的 祖父母 总是 非常 非常 的 有 爱心 ， 而 我 的 父母 也 是 ， 我们 在 下边 享受 美好 时光 。,开车 去 祖父母 的 房子 花 了 很 长 时间 。,entailment,开车 去 祖父母 的 房子 花 了 很 善于 时间 。
130,neutral,嗯 ， 我 的 祖父母 总是 非常 非常 的 有 爱心 ， 而 我 的 父母 也 是 ， 我们 在 下边 享受 美好 时光 。,开车 去 祖父母 的 房子 花 了 很 长 时间 。,contradiction,开车 干掉 祖父母 的 房子 花 了 很 长 时间 。
131,entailment,嗯 ， 我 的 祖父母 总是 非常 非常 的 有 爱心 ， 而 我 的 父母 也 是 ， 我们 在 下边 享受 美好 时光 。,我 的 祖父母 是 一 对 非常 恩爱 的 夫妻 。,neutral,在下 的 祖父母 就是说 每 对 非常 恩爱 的 夫妻 。
132,entailment,嗯 ， 我 的 祖父母 总是 非常 非常 的 有 爱心 ， 而 我 的 父母 也 是 ， 我们 在 下边 享受 美好 时光 。,我 的 祖父母 是 一 对 非常 恩爱 的 夫妻 。,contradiction,我 的 祖父母 是 一 对 极度 恩爱 的 夫妻 。
133,contradiction,嗯 ， 我 的 祖父母 总是 非常 非常 的 有 爱心 ， 而 我 的 父母 也 是 ， 我们 在 下边 享受 美好 时光 。,我 的 祖父母 脾气 总是 很 不好 ， 我们 从来 不 喜欢 去 他们 的 家 。,neutral,真主 的 祖父母 脾气 总是 甚 不好 ， 我们 历来 都 喜欢 去 他们 的 家 。
134,contradiction,嗯 ， 我 的 祖父母 总是 非常 非常 的 有 爱心 ， 而 我 的 父母 也 是 ， 我们 在 下边 享受 美好 时光 。,我 的 祖父母 脾气 总是 很 不好 ， 我们 从来 不 喜欢 去 他们 的 家 。,entailment,我 的 祖父母 脾气 总是 甚 不好意思 ， 我们 永 都 心爱 去 机会 的 家 。
135,contradiction,我 没有 时间 参加 任何 活动 。,我 准时 地 输入 了 总数 。,neutral,在下 按时 地 进口 了 总计 。
136,contradiction,我 没有 时间 参加 任何 活动 。,我 准时 地 输入 了 总数 。,Failed,我 准时 地 输入 了 总数 。
137,contradiction,并且 ， 呃 ， 我 当时 的 工作 之一 是 训练 个人 如何 将 降落伞 投到 核武器 引爆器 上 ， 呃 ， 以 引爆 原子弹 。,那 原子弹 没有 触发器 。,Failed,那 原子弹 没有 触发器 。
138,contradiction,并且 ， 呃 ， 我 当时 的 工作 之一 是 训练 个人 如何 将 降落伞 投到 核武器 引爆器 上 ， 呃 ， 以 引爆 原子弹 。,那 原子弹 没有 触发器 。,entailment,那 原子弹 并没有 触发器 。
139,neutral,我 的 祖母 曾经 跟 我 讲 过 很多 关于 她 成长 年代 的 不同 故事 ， 特别 是 ， 呃 ， 她 曾经 讲 过 她 的 家庭 ，,我 一直 喜欢 听 祖母 的 故事 。,entailment,我 一直 喜好 听 祖母 的 故事 。
140,neutral,我 的 祖母 曾经 跟 我 讲 过 很多 关于 她 成长 年代 的 不同 故事 ， 特别 是 ， 呃 ， 她 曾经 讲 过 她 的 家庭 ，,我 一直 喜欢 听 祖母 的 故事 。,contradiction,我 从来 喜欢 听 祖母 的 故事 。
141,contradiction,我 的 祖母 曾经 跟 我 讲 过 很多 关于 她 成长 年代 的 不同 故事 ， 特别 是 ， 呃 ， 她 曾经 讲 过 她 的 家庭 ，,我 的 祖母 一直 拒绝 谈论 她 的 同年 。,neutral,我 的 祖母 一向 击退 辩论 她 的 同年 。
142,contradiction,我 的 祖母 曾经 跟 我 讲 过 很多 关于 她 成长 年代 的 不同 故事 ， 特别 是 ， 呃 ， 她 曾经 讲 过 她 的 家庭 ，,我 的 祖母 一直 拒绝 谈论 她 的 同年 。,entailment,我 的 祖母 永 推 论 她 的 同年 。
143,entailment,我 的 祖母 曾经 跟 我 讲 过 很多 关于 她 成长 年代 的 不同 故事 ， 特别 是 ， 呃 ， 她 曾经 讲 过 她 的 家庭 ，,我 的 祖母 告诉 了 我 很 多 在 她 长大 的 时候 她 家庭 的 事情 。,neutral,我 的 祖母 报告 了 我 极其 千万 在 她 长大 的 时候 她 家庭 的 事情 。
144,entailment,我 的 祖母 曾经 跟 我 讲 过 很多 关于 她 成长 年代 的 不同 故事 ， 特别 是 ， 呃 ， 她 曾经 讲 过 她 的 家庭 ，,我 的 祖母 告诉 了 我 很 多 在 她 长大 的 时候 她 家庭 的 事情 。,contradiction,我 的 祖母 招呼 了 真主 至极 数以万计 在 她 长大 的 季节 她 家庭 的 事情 。
145,entailment,我们 在 飞机 上 有 像 宇航员 穿 着 的 全套 压力 服 ， 只是 我们 的 完全 是 银色 ， 银色 哦 ， 靴子 和 所有 东西 ,我们 的 套装 和 宇航员 一样 ， 除了 反射 热量 ， 我们 的 套装 都 是 银色 的 。,neutral,我们 的 套装 和 宇航员 犹如 ， 除了 明镜 热量 ， 我们 的 套装 个个 就是说 银色 的 。
146,entailment,我们 在 飞机 上 有 像 宇航员 穿 着 的 全套 压力 服 ， 只是 我们 的 完全 是 银色 ， 银色 哦 ， 靴子 和 所有 东西 ,我们 的 套装 和 宇航员 一样 ， 除了 反射 热量 ， 我们 的 套装 都 是 银色 的 。,contradiction,真主 的 套装 与会 宇航员 相同 ， 再说 影子 热量 ， 在下 的 套装 都 就是说 银色 的 。
147,neutral,我们 在 飞机 上 有 像 宇航员 穿 着 的 全套 压力 服 ， 只是 我们 的 完全 是 银色 ， 银色 哦 ， 靴子 和 所有 东西 ,该 西装 有 各种 颜色 供 您 选择 。,entailment,该 西装 有 各种各样 颜色 供 您 选择 。
148,neutral,我们 在 飞机 上 有 像 宇航员 穿 着 的 全套 压力 服 ， 只是 我们 的 完全 是 银色 ， 银色 哦 ， 靴子 和 所有 东西 ,该 西装 有 各种 颜色 供 您 选择 。,contradiction,该 西装 是 种种 色 供 您 选择 。
149,contradiction,他 是 我 的 祖父 ， 他 不 是 一个 好人 。,我 爷爷 是 你 见 过 的 最 好 的 家伙 ！,neutral,我 爷爷 就是说 你 见 过 的 最 好 的 家伙 ！
150,contradiction,他 是 我 的 祖父 ， 他 不 是 一个 好人 。,我 爷爷 是 你 见 过 的 最 好 的 家伙 ！,entailment,我 祖父 即 你 触 过 的 的 好意思 的 东西 ！
151,contradiction,这 是 一 架 30 或 40 u2 飞机 ， 我们 开始 训练 中国 飞行员 ， 英国 飞行员 ， 只是 我们 在 世界各地 的 同盟 。,我们 没有 和 任何人 一起 训练 。,Failed,我们 没有 和 任何人 一起 训练 。
152,contradiction,这 是 一 架 30 或 40 u2 飞机 ， 我们 开始 训练 中国 飞行员 ， 英国 飞行员 ， 只是 我们 在 世界各地 的 同盟 。,我们 没有 和 任何人 一起 训练 。,Failed,我们 没有 和 任何人 一起 训练 。
153,neutral,这 是 一 架 30 或 40 u2 飞机 ， 我们 开始 训练 中国 飞行员 ， 英国 飞行员 ， 只是 我们 在 世界各地 的 同盟 。,我们 和 英国 人 一起 训练 了 5 周 。,entailment,我们 和 英国 普通人 一道 训练 了 1 周 。
154,neutral,这 是 一 架 30 或 40 u2 飞机 ， 我们 开始 训练 中国 飞行员 ， 英国 飞行员 ， 只是 我们 在 世界各地 的 同盟 。,我们 和 英国 人 一起 训练 了 5 周 。,contradiction,我们 和 英国 成年人 凡 训练 了 9 周 。
155,contradiction,所以 ， 她 的 表情 是 ， 看 ， 查查 ， 看看 这个 公司 。,她 没有 跟 我 说话 。,neutral,她 并没有 陪同 我 言语 。
156,contradiction,所以 ， 她 的 表情 是 ， 看 ， 查查 ， 看看 这个 公司 。,她 没有 跟 我 说话 。,entailment,她 并没有 跟 我 说话 。
157,entailment,所以 ， 她 的 表情 是 ， 看 ， 查查 ， 看看 这个 公司 。,她 让 我 找找 看 。,neutral,她 为了 我 找找 上门 。
158,entailment,所以 ， 她 的 表情 是 ， 看 ， 查查 ， 看看 这个 公司 。,她 让 我 找找 看 。,contradiction,她 就 真主 找找 望 。
159,neutral,所以 ， 她 的 表情 是 ， 看 ， 查查 ， 看看 这个 公司 。,她 让 我 查 一下 他们 的 融资 信息 。,entailment,她 让 阿拉 查 一下 他们 的 融资 口信 。
160,neutral,所以 ， 她 的 表情 是 ， 看 ， 查查 ， 看看 这个 公司 。,她 让 我 查 一下 他们 的 融资 信息 。,contradiction,她 被 真主 核对 前来 时刻 的 融资 留言 。
161,neutral,他 说 他们 已经 北上 了 。,他 说 在 路上 停 了 几 站 。,entailment,他 说 在 路上 得 了 几 站 。
162,neutral,他 说 他们 已经 北上 了 。,他 说 在 路上 停 了 几 站 。,contradiction,他 说 在 路上 停 了 数 站 。
163,neutral,嗯 ， 不 ， 老实说 ， 我 从来 没 读过 我 应该 读 的 书 。,我 没有 读过 超过 100 页 的 书 。,entailment,我 没有 读过 超出 250 页 的 书 。
164,neutral,嗯 ， 不 ， 老实说 ， 我 从来 没 读过 我 应该 读 的 书 。,我 没有 读过 超过 100 页 的 书 。,contradiction,我 从没 读过 超过 100 页 的 书 。
165,entailment,嗯 ， 不 ， 老实说 ， 我 从来 没 读过 我 应该 读 的 书 。,我 没有 读过 很多 书 。,neutral,我 没有 读过 很多 预订 。
166,entailment,嗯 ， 不 ， 老实说 ， 我 从来 没 读过 我 应该 读 的 书 。,我 没有 读过 很多 书 。,contradiction,我 从没 读过 很多 书 。
167,contradiction,嗯 ， 不 ， 老实说 ， 我 从来 没 读过 我 应该 读 的 书 。,我 每天 都 读书 。,neutral,在下 每天 都 读书 。
168,contradiction,嗯 ， 不 ， 老实说 ， 我 从来 没 读过 我 应该 读 的 书 。,我 每天 都 读书 。,Failed,我 每天 都 读书 。
169,contradiction,我 继续 拿 起 行李 ， 然后 前往 我 应该 去 的 地址 。,我 留下 了 包裹 并 认为 这 不 是 我 的 问题 。,neutral,我 留下 了 包裹 并 想念 这 不 是 我 的 问题 。
170,contradiction,我 继续 拿 起 行李 ， 然后 前往 我 应该 去 的 地址 。,我 留下 了 包裹 并 认为 这 不 是 我 的 问题 。,entailment,我 保存 了 包裹 并 认为 这 勿 是 我 的 提问 。
171,neutral,我 继续 拿 起 行李 ， 然后 前往 我 应该 去 的 地址 。,我 把 包 拿 到 他 的 公寓 去 了 。,entailment,我 把 包 拿 到 他 的 公寓 前往 了 。
172,neutral,我 继续 拿 起 行李 ， 然后 前往 我 应该 去 的 地址 。,我 把 包 拿 到 他 的 公寓 去 了 。,contradiction,我 把 包 拿 到 他 的 公寓 去除 了 。
173,entailment,我 继续 拿 起 行李 ， 然后 前往 我 应该 去 的 地址 。,我 把 包 拿 到 属于 它 的 地方 。,neutral,我 把 包子 拿 到 属于 它 的 地方 。
174,entailment,我 继续 拿 起 行李 ， 然后 前往 我 应该 去 的 地址 。,我 把 包 拿 到 属于 它 的 地方 。,contradiction,我 把 包 没收 到 属于 它 的 地方 。
175,contradiction,这个 情绪 上 的 波动 让 人 惊叹 。,她 的 情绪 保持 完全 一致 。,neutral,她 的 心理 保管 完成 一致 。
176,contradiction,这个 情绪 上 的 波动 让 人 惊叹 。,她 的 情绪 保持 完全 一致 。,entailment,她 的 情绪 含 完 相似 。
177,entailment,这个 情绪 上 的 波动 让 人 惊叹 。,情绪 改变 了 很多 。,neutral,心理 改变 了 很多 。
178,entailment,这个 情绪 上 的 波动 让 人 惊叹 。,情绪 改变 了 很多 。,Failed,情绪 改变 了 很多 。
179,contradiction,他们 从 那 15 个 人 中 选择 了 我 去 穿过 那 所 学校 ， 我 不 ， 我 不 。,我 没有 被 选入 学校 。,neutral,我 简直 使得 选入 派系 。
180,contradiction,他们 从 那 15 个 人 中 选择 了 我 去 穿过 那 所 学校 ， 我 不 ， 我 不 。,我 没有 被 选入 学校 。,entailment,我 并没有 被 选入 学校 。
181,entailment,他们 从 那 15 个 人 中 选择 了 我 去 穿过 那 所 学校 ， 我 不 ， 我 不 。,我 被 选中 去 那 所 学校 。,neutral,我 使得 选中 干掉 哪 所 学校 。
182,entailment,他们 从 那 15 个 人 中 选择 了 我 去 穿过 那 所 学校 ， 我 不 ， 我 不 。,我 被 选中 去 那 所 学校 。,contradiction,我们 被 选中 去 那 所 学校 。
183,entailment,在 驾驶 u2 飞机 或 穿 压力 服 飞行 之前 ， 他们 必须 进 很 多次 压力舱 。,在 u2 飞行 之前 ， 他们 必须 经过 大量 的 训练 。,neutral,在 u2 飞行 昨天 ， 他们 必须 经过 大量 的 训练 。
184,entailment,在 驾驶 u2 飞机 或 穿 压力 服 飞行 之前 ， 他们 必须 进 很 多次 压力舱 。,在 u2 飞行 之前 ， 他们 必须 经过 大量 的 训练 。,contradiction,在 u2 飞行 前 ， 他们 不得不 经过 数以万计 的 体操 。
185,contradiction,我 在 报道 同样 的 事情 。,我 涵盖 了 全新 的 材料 。,neutral,我 采访 了 全新 的 材料 。
186,contradiction,我 在 报道 同样 的 事情 。,我 涵盖 了 全新 的 材料 。,entailment,我 覆盖 了 全新 的 物 。
187,neutral,我 在 报道 同样 的 事情 。,我 覆盖 了 与 其他 杂志 相同 的 内容 。,Failed,我 覆盖 了 与 其他 杂志 相同 的 内容 。
188,neutral,我 在 报道 同样 的 事情 。,我 覆盖 了 与 其他 杂志 相同 的 内容 。,contradiction,我 遮蔽 了 及 旁 杂志 相同 的 内容 。
189,contradiction,这 是 75年 来 的 第一 次 ， tx 立法 机关 投票 支持 一个 军事 单位 作为 tx 代表 ， 所以 才 需要 tx 代表 。,军事 单位 不得 担任 tx 大使 。,neutral,军事 单位 极其 担任 tx 大使 。
190,contradiction,这 是 75年 来 的 第一 次 ， tx 立法 机关 投票 支持 一个 军事 单位 作为 tx 代表 ， 所以 才 需要 tx 代表 。,军事 单位 不得 担任 tx 大使 。,Failed,军事 单位 不得 担任 tx 大使 。
191,neutral,这 是 75年 来 的 第一 次 ， tx 立法 机关 投票 支持 一个 军事 单位 作为 tx 代表 ， 所以 才 需要 tx 代表 。,该 军事 单位 被 称为 美国 国会 德州 大使 。,entailment,应当 军事 单位 将 叫做 美 议会 德州 大使 。
192,neutral,这 是 75年 来 的 第一 次 ， tx 立法 机关 投票 支持 一个 军事 单位 作为 tx 代表 ， 所以 才 需要 tx 代表 。,该 军事 单位 被 称为 美国 国会 德州 大使 。,contradiction,该 军事 组件 教 称为 丽都 国会 德州 大使 。
193,entailment,如果 有 什么 我 能 帮忙 的 。,我 可以 做 些 事情 。,neutral,我 罐头 做 些 事情 。
194,entailment,如果 有 什么 我 能 帮忙 的 。,我 可以 做 些 事情 。,contradiction,我 可以 做 丝毫 事情 。
195,contradiction,如果 有 什么 我 能 帮忙 的 。,我 知道 我 无能为力 。,neutral,在下 知道 我 无能为力 。
196,contradiction,如果 有 什么 我 能 帮忙 的 。,我 知道 我 无能为力 。,entailment,我 了解 我 无能为力 。
197,neutral,如果 有 什么 我 能 帮忙 的 。,我 觉得 我 本来 可以 做 些 事情 来 救 他 的 。,Failed,我 觉得 我 本来 可以 做 些 事情 来 救 他 的 。
198,neutral,如果 有 什么 我 能 帮忙 的 。,我 觉得 我 本来 可以 做 些 事情 来 救 他 的 。,contradiction,我 觉得 我 本来 得了 做 丝毫 事情 来 救 他 的 。
199,contradiction,她 很 讨厌 ， 而且 她 每天 都 会 告诉 她 的 姐姐 ， 她 说 ， 你 做错 了 。,她 总是 鼓励 她 的 妹妹 。,neutral,她 素来 动员 她 的 媳妇 。
200,contradiction,她 很 讨厌 ， 而且 她 每天 都 会 告诉 她 的 姐姐 ， 她 说 ， 你 做错 了 。,她 总是 鼓励 她 的 妹妹 。,Failed,她 总是 鼓励 她 的 妹妹 。
201,entailment,她 很 讨厌 ， 而且 她 每天 都 会 告诉 她 的 姐姐 ， 她 说 ， 你 做错 了 。,她 对 妹妹 很挑剔 。,neutral,她 作为 媳妇 很挑剔 。
